operator_name,total_versions,latest_version,openshift_versions,last_update,has_ci_yaml,has_makefile,error
t8c-tsc-client-certified,34,1.4.1-candidate-20250714140149000,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-07-14T15:47:13,True,False,
tawon-operator,58,3.0.0-rc3,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-06-05T20:36:28,True,False,
tc-hello-world,1,0.0.1,"v4.6,v4.7,v4.8,v4.9",2021-10-27T07:40:14,True,False,
tc-simple-demo-operator,6,0.0.8,"v4.6,v4.7,v4.8,v4.9",2021-11-04T17:07:07,True,False,
temenos-tafc-operator,0,,,2021-09-28T16:10:20,True,False,
tenant-operator,40,v1.3.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-06-12T10:37:35,True,False,
tesseract-cube,1,1.2.1,"v4.12,v4.13,v4.14,v4.15,v4.16",2024-09-10T05:38:48,True,False,
tf-operator,0,,,2021-09-28T16:10:20,True,False,
tidb-operator-certified,0,,,2021-09-28T16:10:20,True,False,
tigera-operator,14,1.38.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-05-15T01:06:55,True,False,
timemachine-operator,9,v1.0.17,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2024-02-02T21:40:05,True,False,
traefik-enterprise-operator,0,,,2021-09-28T16:10:20,True,False,
trains-operator-certified,0,,,2021-09-28T16:10:20,True,False,
transadv-operator-certified,0,,,2021-09-28T16:10:20,True,False,
transadv-operator-patricktiu,0,,,2021-09-28T16:10:20,True,False,
transform-adv-operator,0,,,2021-09-28T16:10:20,True,False,
transformers-op,0,,,2021-09-28T16:10:20,True,False,
trident-operator,3,25.6.0,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-02T22:52:55,True,True,
tririga-operator,0,,,2021-09-28T16:10:20,True,False,
tririgalatest-operator,0,,,2021-09-28T16:10:20,True,False,
tvo-operator,8,6.1.7,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-07-09T08:55:34,True,False,
ubi-noop-go,0,,,2021-09-28T16:10:20,True,False,
ubix-operator,0,,,2021-09-28T16:10:20,True,False,
uma-admin-operator,51,2025.7.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.8,v4.9",2025-07-07T09:30:30,True,False,
uma-operator,61,2025.7.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.6,v4.7,v4.8,v4.9",2025-07-07T08:23:36,True,False,
uma-team-operator,51,2025.7.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.8,v4.9",2025-07-07T11:16:28,True,False,
universal-crossplane,0,,,2021-09-28T16:10:20,True,False,
universalagent-operator-certified,0,,,2021-09-28T16:10:20,True,False,
vast-csi-operator,1,v2.5.0,"v4.14,v4.15",2024-12-17T21:56:06,True,False,
vault-secrets-operator,20,0.10.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2025-03-05T17:57:51,True,False,
vcp-operator,14,v1.7.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.6,v4.7,v4.8,v4.9",2025-04-16T23:37:42,True,False,
vfunction-server-operator,34,v4.2.1716,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.6,v4.7,v4.8,v4.9",2025-06-12T15:51:23,True,False,
vprotect-operator,0,,,2021-09-28T16:10:20,True,False,
vsphere-kubernetes-drivers-operator,6,0.2.0,"v4.6,v4.7,v4.8,v4.9",2022-02-18T08:55:45,True,False,
wavefront-operator,0,,,2021-09-28T16:10:20,True,False,
webotx-operator,1,11.11.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20",2023-05-30T13:33:08,True,False,
xcrypt-operator,2,v1.0.1,"v4.6,v4.7,v4.8,v4.9",2022-03-18T03:55:28,True,False,
xspc-operator,11,1.15.0,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.6,v4.7,v4.8,v4.9",2025-02-25T07:05:30,True,False,
yugabyte-operator,0,,,2021-09-28T16:10:20,True,False,
zabbix-operator-certified,12,6.0.40,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.9",2025-05-26T15:55:09,True,False,
zookeeper-operator,15,0.17.10,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.6,v4.7,v4.8,v4.9",2023-12-22T07:28:49,True,False,
zoperator,0,,,2021-09-28T16:10:20,True,False,
cpd-platform-operator,1,v6.1.3,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-11T16:23:54,True,False,
ibm-common-service-operator,1,v4.12,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-19T23:27:16,True,False,
ibm-cpd-ccs,1,v10.3.0,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-08T15:56:12,True,False,
ibm-cpd-datastage-operator,1,v5.1.3,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-04T00:09:52,True,False,
ibm-cpd-wspipelines,1,v5.1.3,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-04T23:25:00,True,False,
ibm-elasticsearch-operator,1,v1.1.2667,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-18T20:08:25,True,False,
ibm-iam-operator,1,v4.11,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-18T21:29:00,True,False,
ibm-license-service-reporter-operator,1,v4.2.14,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-21T00:35:33,True,False,
ibm-license-service-scanner-operator,1,v4.2.13,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-20T00:07:22,True,False,
ibm-licensing-operator-app,1,v4.2.14,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-20T23:53:11,True,False,
ibm-namespace-scope-operator,1,v4.2.14,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-06-20T20:39:22,True,False,
ibm-odlm,1,v4.5.0,"v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18",2025-07-03T10:10:38,True,False,
kedify-agent-helm-operator,3,v0.2.12,"v4.15,v4.16,v4.17,v4.18,v4.19",2025-07-01T15:22:15,True,True,
openshift-fusion-access-operator,1,0.9.3,"v4.19,v4.20",2025-07-10T14:14:31,True,False,
template-operator,1,v0.0.1,"v4.10,v4.11,v4.12,v4.13,v4.14,v4.15,v4.16,v4.17,v4.18,v4.19,v4.20,v4.8,v4.9",2025-07-04T04:44:24,True,False,
